mean_rank,feature,rank_shift,rank_att,rank_shift_in_modal,rank_att_in_modal,modality,importance_shift,importance_att,top_10_pct,mean_de,mean_re,std_de,std_re,pval,pval_adj,log_fc,group,pval_adj_log,mean_diff,pathway,module
1.0,Foxa1_306,1,1,1,2,ATAC,1.816,0.023609,both,-0.112726,0.22613,0.204779,0.139781,2.3135429418977005e-24,0.0,31.658024,reprogramming,21.291822,0.338856,,
3.0,S100a13,4,2,1,1,RNA,0.227714,0.016019,both,1.242315,1.865037,0.910165,0.942642,3.707293322193325e-41,0.0,1.147109,reprogramming,37.832246,-0.622722,,
5.5,Gm5294_338,7,4,6,4,ATAC,0.173962,0.011048,both,-0.071203,0.217929,0.208045,0.19204,4.096515289607139e-19,0.0,2.993346,reprogramming,17.165901,0.289132,,
6.0,Foxl1_364,9,3,7,3,ATAC,0.166957,0.014082,both,-0.071203,0.217929,0.208045,0.19204,4.096515289607139e-19,0.0,2.993346,reprogramming,17.165901,0.289132,,
6.0,Nfe2_132,3,9,3,7,ATAC,0.24526,0.007149,both,0.012812,-0.054328,0.105776,0.092487,3.413335370297725e-06,1.3e-05,-1.104146,dead-end,4.88419,-0.06714,,
8.5,Dmrt2_254,10,7,8,6,ATAC,0.161776,0.007726,both,0.038894,-0.026386,0.064851,0.068684,1.49689749404841e-11,0.0,-0.812362,dead-end,9.947033,-0.06528,,
9.0,Cd9,8,10,2,5,RNA,0.171826,0.006946,both,0.704,1.440771,0.770504,0.825571,9.281734507843331e-73,0.0,1.657683,reprogramming,68.491666,-0.736771,,
11.0,Acta2,17,5,8,3,RNA,0.119823,0.008046,both,3.438695,2.609269,1.013716,1.206802,2.3132417252594253e-52,0.0,-1.259805,dead-end,48.748287,0.829427,,
12.5,Tcfap4_20,19,6,10,5,ATAC,0.114262,0.007729,both,0.04774,-0.022908,0.06478,0.053814,7.60496490466717e-14,0.0,-0.837195,dead-end,12.14607,-0.070648,,
14.0,Rbp1,13,15,4,10,RNA,0.154484,0.006301,both,1.020188,1.613292,0.837845,0.913407,1.440328968302148e-42,0.0,1.180173,reprogramming,39.175895,-0.593105,,
14.5,Apoa1,12,17,3,12,RNA,0.154767,0.006009,both,1.419783,2.160744,1.449042,1.536053,3.799761145951733e-24,0.0,1.291625,reprogramming,21.326697,-0.740961,,
16.0,2200002D01Rik,16,16,7,11,RNA,0.121742,0.006085,both,0.969048,1.629321,0.849554,0.774548,1.835311969922849e-54,0.0,1.326095,reprogramming,50.739653,-0.660273,,
16.5,Krt19,15,18,6,13,RNA,0.146251,0.005788,both,0.364076,1.002866,0.585563,0.87935,4.688901175079238e-74,0.0,1.974604,reprogramming,69.663285,-0.63879,,
17.0,Tmem176a,14,20,5,15,RNA,0.148194,0.005344,both,0.529871,0.910779,0.536298,0.621276,2.366028041492062e-41,0.0,1.088911,reprogramming,38.001729,-0.380907,,
18.0,Tagln,25,11,13,6,RNA,0.098828,0.006924,both,3.11463,2.210177,1.010213,1.212719,4.2187689759005615e-61,0.0,-1.406943,dead-end,57.186292,0.904454,,
20.0,Anxa8,21,19,10,14,RNA,0.104146,0.005693,both,0.235232,0.637488,0.490197,0.714862,1.6011827664620798e-45,0.0,1.7495,reprogramming,42.033006,-0.402256,,
22.0,Bgn,23,21,12,16,RNA,0.103561,0.005167,both,2.405343,1.781499,0.753815,0.852804,4.9398782252840484e-55,0.0,-1.029597,dead-end,51.277462,0.623844,,
22.0,Igfbp4,22,22,11,17,RNA,0.104069,0.004973,both,0.179827,0.390706,0.41945,0.588806,2.3901235076193704e-19,0.0,1.278815,reprogramming,16.750656,-0.210879,,
25.5,S100a4,38,13,22,8,RNA,0.072543,0.006375,both,1.79882,0.839332,0.990745,0.828396,3.5881070154563673e-81,0.0,-1.939278,dead-end,76.6034,0.959488,,
26.0,Timp3,27,25,15,20,RNA,0.093053,0.00471,both,1.36903,1.960365,1.025394,1.037431,1.0672444844319298e-30,0.0,1.057606,reprogramming,27.628312,-0.591334,,
26.5,Sparc,41,12,24,7,RNA,0.070546,0.006636,both,2.869233,2.175626,0.908029,0.826721,7.026518731236191e-53,0.0,-1.090255,dead-end,49.240944,0.693607,,
29.0,Igfbp2,18,40,9,32,RNA,0.11699,0.003036,both,0.306945,0.707023,0.595645,0.837139,1.2619624234641646e-32,0.0,1.51664,reprogramming,29.49288,-0.400078,,
29.5,Plac8,29,30,17,24,RNA,0.090396,0.003999,both,0.531111,1.130236,0.736807,0.830034,1.7924683272346772e-53,0.0,1.580789,reprogramming,49.807904,-0.599125,,
30.5,Col1a2,30,31,18,25,RNA,0.087103,0.00399,both,2.258907,1.109419,1.118835,1.04775,1.5228333704480456e-86,0.0,-2.076414,dead-end,81.674583,1.149488,,
31.0,Ptn,39,23,23,18,RNA,0.071882,0.004963,both,1.582992,0.528387,1.39856,0.885601,5.421954603390914e-57,0.0,-2.474587,dead-end,53.202261,1.054605,,
31.5,Col1a1,36,27,21,21,RNA,0.075974,0.004665,both,2.271115,1.368116,1.045734,0.969402,7.119125960033021e-65,0.0,-1.569502,dead-end,60.849907,0.902999,,
35.0,Foxa3_831,5,65,4,19,ATAC,0.226905,0.002003,both,-0.090747,0.180512,0.179048,0.1297,7.341758108549403e-22,0.0,3.737926,reprogramming,19.56845,0.27126,,
35.5,Foxd1_330,20,51,11,15,ATAC,0.109568,0.002525,both,-0.110524,0.183258,0.174783,0.130199,7.870700925438241e-25,0.0,7.071175,reprogramming,21.635147,0.293782,,
36.5,Atf5_791,24,49,12,14,ATAC,0.101996,0.002592,both,0.031711,-0.057887,0.120686,0.105691,8.700407187762081e-08,0.0,-1.397173,dead-end,6.381671,-0.089598,,
37.5,NP_595,49,26,17,8,ATAC,0.06122,0.004686,both,0.098921,-0.041456,0.149678,0.100901,1.5867675645000918e-11,0.0,-1.570293,dead-end,9.925408,-0.140376,,
37.5,FoxA1.HNF4a,43,32,26,26,RNA,0.068759,0.003895,both,0.713368,1.29543,0.829893,0.75192,1.193582282961911e-45,0.0,1.349621,reprogramming,42.142111,-0.582062,,
40.0,Ephx2,26,54,14,40,RNA,0.093708,0.002479,both,0.162421,0.304595,0.367106,0.48126,7.36925857215732e-13,0.0,1.0137,reprogramming,10.576021,-0.142174,,
41.5,Gm5294_334,2,81,2,25,ATAC,0.329306,0.001738,both,-0.110524,0.183258,0.174783,0.130199,7.870700925438241e-25,0.0,7.071175,reprogramming,21.635147,0.293782,,
42.0,Gss,51,33,29,27,RNA,0.058178,0.003749,both,0.234312,0.524535,0.384508,0.461052,3.841085866849935e-45,0.0,1.385164,reprogramming,41.670721,-0.290223,,
42.0,Dpep1,32,52,19,39,RNA,0.079958,0.002514,both,0.078524,0.218079,0.202736,0.38367,1.1710698055438836e-25,0.0,1.576806,reprogramming,22.742895,-0.139556,,
43.0,Ramp1,52,34,30,28,RNA,0.057158,0.003701,both,0.360557,0.646427,0.546784,0.737317,1.9900133473728842e-21,0.0,1.065696,reprogramming,18.73447,-0.28587,,
45.0,Thy1,46,44,28,35,RNA,0.065027,0.002739,both,0.591466,0.094248,0.656347,0.303127,9.001050867450897e-60,0.0,-3.028865,dead-end,55.902942,0.497218,,
45.0,Gm5294_343,11,79,9,24,ATAC,0.156387,0.001768,both,-0.072645,0.166457,0.151535,0.114314,5.665008324017645e-23,0.0,2.800219,reprogramming,20.349284,0.239101,,
46.0,Gpx3,28,64,16,48,RNA,0.091988,0.002026,both,0.499725,0.275874,0.806465,0.528111,4.773620499201804e-10,0.0,-1.029005,dead-end,7.9335,0.22385,,
47.0,Cav1,34,60,20,45,RNA,0.077276,0.00222,both,0.830079,0.458775,0.671068,0.532243,1.4682532677063944e-31,0.0,-1.151858,dead-end,28.453862,0.371305,,
51.0,Pou3f2_555,55,47,18,12,ATAC,0.055709,0.002632,both,0.034733,-0.015513,0.09832,0.092522,0.0001879180696468045,0.000497,-0.601094,dead-end,3.303817,-0.050246,,
51.5,Ezr,42,61,25,46,RNA,0.069116,0.002192,both,0.395277,0.819874,0.519934,0.590273,1.1949397728520398e-53,0.0,1.389625,reprogramming,49.95598,-0.424598,,
52.0,Krt18,67,37,36,31,RNA,0.049685,0.003361,both,0.083338,0.323293,0.296294,0.609604,2.2384218887621436e-31,0.0,2.134753,reprogramming,28.285445,-0.239955,,
52.5,Gm5294_336,33,72,14,21,ATAC,0.079107,0.001831,both,-0.070253,0.182755,0.165536,0.117706,4.107970218604261e-22,0.0,2.79847,reprogramming,19.755125,0.253008,,
54.5,Grem2,95,14,46,9,RNA,0.036492,0.006358,both,0.213452,0.019226,0.379391,0.123428,7.659553243411534e-32,0.0,-3.615607,dead-end,28.728907,0.194226,,
55.5,XMP→Xanthine,40,71,3,2,Flux,0.070881,0.001868,both,2.792642,3.540778,0.614697,0.854767,4.913970452538148e-78,0.0,0.342436,reprogramming,75.713008,0.748136,Purine synthesis,M_145
56.0,Cxcl14,104,8,51,4,RNA,0.034804,0.007386,both,0.144299,0.012365,0.396136,0.098501,2.206777624277314e-15,0.0,-3.641161,dead-end,12.949639,0.131934,,
59.5,Gsta4,73,46,39,37,RNA,0.046366,0.002639,both,0.463991,0.837847,0.663531,0.860478,2.976046308713759e-25,0.0,1.151306,reprogramming,22.374822,-0.373856,,
61.5,Col3a1,81,42,41,33,RNA,0.040707,0.002955,both,1.105833,0.394243,0.843334,0.642668,3.6799967561452943e-66,0.0,-2.064723,dead-end,62.069539,0.71159,,
63.0,Pir,57,69,31,51,RNA,0.054336,0.001876,both,0.263554,0.499141,0.440755,0.512073,9.284067893575177e-25,0.0,1.102061,reprogramming,21.922921,-0.235587,,
65.5,Isx_482,31,100,13,36,ATAC,0.085024,0.001515,both,0.039871,-0.024855,0.101588,0.1148,1.1525632817811255e-05,3.9e-05,-0.796265,dead-end,4.409015,-0.064726,,
66.5,Hnf4g_664,47,86,16,28,ATAC,0.063423,0.001641,both,-0.098061,0.142888,0.152247,0.120626,5.063749177539057e-23,0.0,4.123552,reprogramming,20.349284,0.240949,,
69.0,Dolichyl phosphate D-mannose+Protein serine→(Gal)1 (GlcNAc)1 (Man)1 (Ser/Thr)1,53,85,6,3,Flux,0.056596,0.001658,both,2.910639,3.506807,0.820929,0.817798,2.1168974156901303e-48,0.0,0.268822,reprogramming,46.896149,0.596168,O-linked glycan synthesis,M_125
72.5,2OG→Succinyl-CoA,48,97,4,4,Flux,0.061477,0.001523,both,3.363059,3.812134,0.999223,1.380158,5.583689139724572e-13,0.0,0.180825,reprogramming,12.170784,0.449075,Glycolysis + TCA cycle,M_9
74.0,Serpinb11,124,24,56,19,RNA,0.030447,0.004811,both,0.100807,0.282923,0.312214,0.665007,1.2928236178326104e-16,0.0,1.62438,reprogramming,14.124094,-0.182116,,
74.0,Ctla2a,93,55,45,41,RNA,0.036729,0.002401,both,0.56098,0.25101,0.877074,0.582327,3.919268078423241e-15,0.0,-1.398883,dead-end,12.709634,0.30997,,
74.5,Junb_127,83,66,22,20,ATAC,0.039585,0.001936,both,0.035049,-0.057911,0.146219,0.124659,2.9778441841600467e-06,1.2e-05,-1.430755,dead-end,4.938072,-0.092959,,
78.0,Fosl1_107,69,87,21,29,ATAC,0.048178,0.00163,both,0.059068,-0.03541,0.141973,0.119733,1.0593322567069704e-06,4e-06,-1.151843,dead-end,5.357387,-0.094478,,
78.0,Calml4,106,50,52,38,RNA,0.034056,0.002567,both,0.134313,0.384401,0.311776,0.445425,2.0038533939286308e-44,0.0,1.705202,reprogramming,41.002527,-0.250088,,
78.0,Dbx1_480,103,53,29,16,ATAC,0.035019,0.002506,both,0.032655,-0.026486,0.112633,0.122841,0.00022562234540211362,0.000584,-0.75341,dead-end,3.233412,-0.059141,,
79.0,Foxb1_326,6,152,5,56,ATAC,0.176196,0.00112,both,-0.085903,0.191347,0.174096,0.123122,2.9094854134876927e-23,0.0,3.502874,reprogramming,20.493313,0.27725,,
81.5,Fgb,85,78,42,56,RNA,0.039369,0.001784,both,0.157974,0.447954,0.44768,0.781255,4.864320324906671e-25,0.0,1.723385,reprogramming,22.178813,-0.28998,,
83.5,Fam129a,71,96,38,62,RNA,0.047527,0.001528,both,0.234433,0.425695,0.403557,0.479484,1.1341679371557495e-19,0.0,1.006188,reprogramming,17.062629,-0.191262,,
85.0,Spint2,59,111,33,71,RNA,0.052453,0.001385,both,0.19609,0.492829,0.392719,0.552371,2.2747286326940593e-40,0.0,1.555884,reprogramming,37.068507,-0.296739,,
85.5,Cnn1,126,45,57,36,RNA,0.030269,0.002714,both,0.694968,0.177887,0.933633,0.43541,2.503271080235843e-35,0.0,-2.365997,dead-end,32.144437,0.517081,,
88.0,Foxb2_325,87,89,24,31,ATAC,0.038888,0.001584,both,-0.085903,0.191347,0.174096,0.123122,2.9094854134876927e-23,0.0,3.502874,reprogramming,20.493313,0.27725,,
88.5,Acsl1,102,75,50,54,RNA,0.035173,0.001805,both,0.206499,0.414177,0.379991,0.527877,1.1339718002811897e-22,0.0,1.161658,reprogramming,19.903004,-0.207678,,
88.5,Slc9a3r1,64,113,34,73,RNA,0.05009,0.001374,both,0.20755,0.406415,0.330677,0.414538,4.173114988461051e-29,0.0,1.120268,reprogramming,26.081873,-0.198864,,
91.0,Runx1_712,100,82,27,26,ATAC,0.035532,0.001715,both,-0.00834,0.002953,0.068428,0.066085,0.2201159419675102,0.271972,0.148197,reprogramming,0.565475,0.011293,,
96.0,Bex1,98,94,48,61,RNA,0.036178,0.00154,both,0.046584,0.202774,0.197712,0.535205,4.796062340415528e-21,0.0,2.236977,reprogramming,18.37225,-0.15619,,
99.0,Tlx2_574,140,58,37,17,ATAC,0.027516,0.002241,both,0.032655,-0.026486,0.112633,0.122841,0.00022562234540211362,0.000584,-0.75341,dead-end,3.233412,-0.059141,,
99.5,Homez_562,160,39,42,10,ATAC,0.024468,0.003086,both,0.000136,-0.004474,0.200166,0.240049,0.8728134114873037,0.896156,-0.06017,dead-end,0.047616,-0.00461,,
100.0,Sp140_717,101,99,28,35,ATAC,0.035349,0.00152,both,0.032143,0.003999,0.136315,0.164671,0.1536104662044621,0.198592,-0.311637,dead-end,0.702039,-0.028144,,
102.5,Col6a2,99,106,49,66,RNA,0.035983,0.001474,both,0.69958,0.354201,0.668384,0.510541,2.572693920118256e-28,0.0,-1.252825,dead-end,25.316079,0.345379,,
105.0,Gm5294_332,61,149,19,54,ATAC,0.05117,0.001126,both,-0.090144,0.175519,0.164234,0.107312,1.0545366638392318e-23,0.0,3.674057,reprogramming,20.809129,0.265663,,
105.0,Cebpa_115,108,102,30,37,ATAC,0.033471,0.001488,both,-0.013413,-0.086498,0.160589,0.16092,0.0009963455644024408,0.00221,-1.920882,dead-end,2.655512,-0.073085,,
111.0,Sfpi1_265,181,41,46,11,ATAC,0.022297,0.002974,both,0.001941,-0.009477,0.043409,0.04034,0.049339726363649035,0.072733,-0.151326,dead-end,1.138269,-0.011418,,
112.5,Dlx2_443,151,74,40,22,ATAC,0.025357,0.001807,both,0.043557,-0.041172,0.1045,0.097438,1.0333271426651896e-08,0.0,-1.127055,dead-end,7.265111,-0.084729,,
112.5,Apoe,96,129,47,84,RNA,0.036333,0.001272,both,0.370112,0.658437,0.576069,0.711079,3.880717034097326e-21,0.0,1.056808,reprogramming,18.461448,-0.288325,,
114.0,Msln,136,92,61,60,RNA,0.028167,0.001551,both,0.061115,0.167832,0.251321,0.424234,3.4679761034376714e-12,0.0,1.535872,reprogramming,9.945548,-0.106717,,
115.5,Nkx11_468,138,93,36,33,ATAC,0.027869,0.001549,both,0.03743,-0.014034,0.101387,0.088629,0.00016312117764911033,0.000442,-0.605451,dead-end,3.354747,-0.051463,,
118.0,Bex4,156,80,69,57,RNA,0.024894,0.001757,both,0.144854,0.464539,0.357713,0.660216,1.7366938815907772e-42,0.0,1.923498,reprogramming,39.122662,-0.319686,,
118.5,S100a16,91,146,44,93,RNA,0.037459,0.001136,both,0.158696,0.321474,0.342769,0.491571,3.594394085487912e-17,0.0,1.140555,reprogramming,14.649914,-0.162779,,
119.5,Stard10,166,73,75,53,RNA,0.023952,0.001822,both,0.134701,0.289314,0.30538,0.366378,5.347569734527652e-22,0.0,1.218341,reprogramming,19.278298,-0.154613,,
120.5,Pou4f2_840,94,147,26,53,ATAC,0.036522,0.00113,both,0.030437,-0.001338,0.046304,0.050246,1.9790641315096553e-06,8e-06,-0.362069,dead-end,5.105884,-0.031775,,
121.5,Cebpd_97,112,131,32,46,ATAC,0.032054,0.001259,both,-0.004919,-0.084527,0.148673,0.151343,0.000128210357859725,0.000355,-1.934753,dead-end,3.449658,-0.079608,,
122.5,Bach1_108,155,90,41,32,ATAC,0.024917,0.001565,both,0.035903,-0.064711,0.146475,0.128677,6.120410801747909e-07,3e-06,-1.63018,dead-end,5.579013,-0.100615,,
122.5,Sprr2k,210,35,102,29,RNA,0.019817,0.003652,att,0.402666,0.068514,0.71903,0.268864,1.0798115139338377e-26,0.0,-2.805603,dead-end,23.742965,0.334152,,
122.5,Vcam1,89,156,43,98,RNA,0.038043,0.001092,both,0.525255,0.193682,0.57225,0.365999,2.8087365346466565e-36,0.0,-1.6928,dead-end,33.031974,0.331573,,
123.5,Cebpg_129,92,155,25,57,ATAC,0.036942,0.001094,both,0.001735,-0.082807,0.142402,0.130296,1.5123784916970217e-05,5e-05,-1.935748,dead-end,4.30089,-0.084542,,
125.0,Ptprz1,66,184,35,113,RNA,0.050009,0.000959,both,0.160936,0.057516,0.36073,0.216025,7.766592337745343e-11,0.0,-1.560406,dead-end,8.668573,0.10342,,
125.5,Dlx5_478,65,186,20,70,ATAC,0.050057,0.000955,both,0.027745,-0.037728,0.080144,0.07818,1.1022135098518367e-08,0.0,-0.905352,dead-end,7.242222,-0.065473,,
126.5,Jund_135,132,121,34,41,ATAC,0.029267,0.001318,both,0.037657,-0.04778,0.141171,0.1241,8.991542423972674e-06,3.1e-05,-1.211346,dead-end,4.508445,-0.085438,,
126.5,3PD→Pyruvate,68,185,12,6,Flux,0.048831,0.000957,both,3.11909,3.652485,0.728725,0.838821,1.4882360187728286e-40,0.0,0.227753,reprogramming,39.536517,0.533394,Glycolysis + TCA cycle,M_4
128.0,"(E,E)-Farnesyl-PP→Ubiquinone",77,179,17,5,Flux,0.044255,0.000983,both,3.01721,3.770921,0.779253,0.951598,4.082192941928149e-62,0.0,0.321702,reprogramming,60.242978,0.753711,N-linked glycan synthesis,M_116
130.5,Apbb1ip,78,183,40,112,RNA,0.043295,0.000959,both,0.212277,0.036796,0.350913,0.157833,9.413645027646449e-30,0.0,-2.657523,dead-end,26.722326,0.17548,,
131.0,Gngt2,147,115,66,75,RNA,0.026305,0.001361,both,0.006728,0.00121,0.052142,0.021103,0.011660072969111685,0.047184,-2.479155,dead-end,1.326208,0.005518,,
133.5,Kif21b,231,36,114,30,RNA,0.018149,0.003399,att,0.040087,0.005731,0.141757,0.057162,1.0473798981117753e-08,0.0,-2.831047,dead-end,6.686703,0.034355,,
133.5,Pou4f3_446,184,83,47,27,ATAC,0.021981,0.001703,both,0.032655,-0.026486,0.112633,0.122841,0.00022562234540211362,0.000584,-0.75341,dead-end,3.233412,-0.059141,,
134.5,IRC900814_720,110,159,31,58,ATAC,0.032885,0.001084,both,0.032143,0.003999,0.136315,0.164671,0.1536104662044621,0.198592,-0.311637,dead-end,0.702039,-0.028144,,
135.5,Atp1b1,161,110,72,70,RNA,0.024444,0.001385,both,0.433143,0.812683,0.588012,0.660436,1.759339547632571e-35,0.0,1.209854,reprogramming,32.283983,-0.37954,,
137.5,(Glc)3 (GlcNAc)2 (Man)9 (PP-Dol)1+Protein asparagine→(Glc)3 (GlcNAc)2 (Man)9 (Asn)1,86,189,21,7,Flux,0.039036,0.000945,both,3.061878,3.415595,0.61527,0.78555,1.5201891890629225e-22,0.0,0.15772,reprogramming,21.671179,0.353717,N-linked glycan synthesis,M_120
138.0,Mgst2,149,127,67,82,RNA,0.025917,0.001284,both,0.048952,0.164194,0.174922,0.308241,1.4458225697034588e-25,0.0,1.830556,reprogramming,22.656162,-0.115242,,
138.5,dCDP→dCTP,80,197,19,9,Flux,0.041265,0.000907,both,3.396139,3.922957,0.953575,1.044138,6.144086953415767e-26,0.0,0.208046,reprogramming,25.027626,0.526818,Pyrimidine synthesis,M_161
138.5,IMP→Hypoxanthine,75,202,15,10,Flux,0.044716,0.000897,shift,2.793308,3.483376,0.574026,0.823145,6.004070394846648e-73,0.0,0.318511,reprogramming,70.899335,0.690068,Purine synthesis,M_143
139.5,Ncam1,209,70,101,52,RNA,0.019841,0.001873,att,1.117416,0.451405,0.787287,0.580478,5.9141244303778164e-67,0.0,-1.850162,dead-end,62.784315,0.666012,,
141.0,Malate→Oxaloacetate,74,208,14,11,Flux,0.044992,0.000866,shift,3.440014,3.806607,0.962719,0.951607,3.9608627649069954e-15,0.0,0.146091,reprogramming,14.300753,0.366592,Glycolysis + TCA cycle,M_13
142.5,XMP→Guanine,50,235,5,14,Flux,0.060469,0.000788,shift,2.984214,3.770137,0.750582,0.948002,2.2335349775360825e-68,0.0,0.337266,reprogramming,66.425698,0.785923,Purine synthesis,M_148
143.5,AICAR→IMP,63,224,11,13,Flux,0.050658,0.000821,shift,3.215102,3.914129,0.888378,1.074399,3.2263343961748034e-43,0.0,0.283827,reprogramming,42.146795,0.699027,Purine synthesis,M_135
146.0,Vcan,168,124,76,81,RNA,0.023831,0.001308,both,1.224553,0.644935,0.834004,0.635248,1.3392526248969827e-47,0.0,-1.407256,dead-end,44.022369,0.579617,,
146.0,Sorbs2,188,104,86,65,RNA,0.021607,0.001482,both,0.635769,1.094099,0.753031,0.692742,2.5292631803474996e-35,0.0,1.16082,reprogramming,32.144437,-0.45833,,
146.5,Fbln2,179,114,80,74,RNA,0.022372,0.001373,both,1.481205,0.786077,1.01351,0.807726,6.540822269290811e-46,0.0,-1.508055,dead-end,42.384026,0.695127,,
146.5,Lmx1a_456,143,150,38,55,ATAC,0.026795,0.001125,both,0.016563,0.015427,0.122,0.129033,0.9461656750333652,0.955909,-0.012727,dead-end,0.019584,-0.001136,,
147.0,Upk1b,172,122,77,80,RNA,0.023209,0.001314,both,0.146098,0.287556,0.37131,0.488961,1.864961937059142e-12,0.0,1.082632,reprogramming,10.204613,-0.141458,,
148.0,Foxc1_320,170,126,44,44,ATAC,0.023487,0.00129,both,-0.078247,0.150447,0.14673,0.102027,1.1602772753802135e-22,0.0,2.932237,reprogramming,20.165569,0.228694,,
149.0,Col12a1,182,116,82,76,RNA,0.022233,0.00136,both,1.37954,0.78523,0.885047,0.668242,5.7673697863147e-45,0.0,-1.317469,dead-end,41.511231,0.59431,,
150.5,UTP→CDP,54,247,7,17,Flux,0.055885,0.000752,shift,3.33015,3.924018,0.920829,1.08215,2.9866423596109643e-31,0.0,0.236744,reprogramming,30.312345,0.593868,Pyrimidine synthesis,M_155
150.5,AMP→Adenine,56,245,8,16,Flux,0.055033,0.000765,shift,2.823988,3.504428,0.611128,0.80869,1.8239169626703378e-71,0.0,0.311445,reprogramming,69.467928,0.68044,Purine synthesis,M_139
150.5,Apob,123,178,55,110,RNA,0.030669,0.000988,both,0.048506,0.1382,0.211798,0.40391,9.893876962618627e-11,0.0,1.57624,reprogramming,8.569439,-0.089694,,
150.5,"(E,E)-Farnesyl-PP→Farnesal",109,192,27,8,Flux,0.03341,0.000929,both,2.828142,3.352467,0.657325,0.776539,8.639482369392277e-46,0.0,0.245369,reprogramming,44.701526,0.524325,N-linked glycan synthesis,M_115
151.0,Sh3kbp1,246,56,122,42,RNA,0.016923,0.002272,att,0.656262,0.210417,0.587701,0.369169,1.1942281371359198e-57,0.0,-1.985768,dead-end,53.821541,0.445845,,
151.5,Crispld2,195,108,91,68,RNA,0.020874,0.001409,both,0.234336,0.029856,0.413741,0.137543,6.171451684723734e-30,0.0,-3.123233,dead-end,26.899357,0.20448,,
154.5,Krt8,142,167,64,105,RNA,0.026916,0.001046,both,0.02142,0.088741,0.164386,0.30864,2.6742327883669705e-10,0.0,2.099631,reprogramming,8.169608,-0.067321,,
156.0,Vsx1_490,236,76,60,23,ATAC,0.01768,0.001797,att,0.023118,-0.014695,0.09732,0.085958,0.0035821006529952863,0.007108,-0.470645,dead-end,2.148262,-0.037813,,
156.0,Irf1_631,274,38,74,9,ATAC,0.014753,0.003274,att,0.004094,-0.004821,0.043285,0.035788,0.11275815615265809,0.1506,-0.114534,dead-end,0.822174,-0.008916,,
157.0,Acta1,186,128,85,83,RNA,0.021852,0.001275,both,0.11377,0.284743,0.386969,0.707969,4.709124779128051e-12,0.0,1.450959,reprogramming,9.823782,-0.170973,,
159.5,Mafb_136,256,63,67,18,ATAC,0.015969,0.002075,att,0.008187,-0.034633,0.060639,0.047171,1.8712639320037501e-07,1e-06,-0.630707,dead-end,6.065205,-0.04282,,
161.0,Nov,279,43,135,34,RNA,0.014435,0.002778,att,0.068703,0.011385,0.230761,0.104016,5.984429712824647e-09,0.0,-2.634859,dead-end,6.907582,0.057318,,
161.5,Dusp1,157,166,70,104,RNA,0.024887,0.001051,both,0.321034,0.589143,0.476834,0.583288,3.2159162629184985e-26,0.0,1.083908,reprogramming,23.28945,-0.268109,,
162.0,Nfil3_131,204,120,51,40,ATAC,0.020485,0.001323,att,0.002123,-0.013124,0.098743,0.111304,0.27351711198590395,0.329489,-0.205484,dead-end,0.482159,-0.015246,,
164.0,Klhl13,44,284,27,162,RNA,0.068323,0.000656,shift,0.155425,0.312969,0.313786,0.404943,1.354079448566638e-20,0.0,1.12788,reprogramming,17.948308,-0.157545,,
165.0,dTMP→Succinyl-CoA,35,295,1,23,Flux,0.07603,0.000642,shift,2.703041,3.504295,0.635569,0.864864,9.558567946203479e-86,0.0,0.374541,reprogramming,83.271419,0.801254,Pyrimidine synthesis,M_164
165.0,GMP→Guanine,115,215,30,12,Flux,0.031696,0.000843,shift,2.951462,3.659236,0.621506,0.970925,4.186455896155282e-58,0.0,0.310113,reprogramming,56.408117,0.707774,Purine synthesis,M_149
165.5,Ifi27l2b,70,261,37,148,RNA,0.047959,0.000714,shift,0.078608,0.16746,0.254338,0.323469,5.345768100850406e-11,0.0,1.156469,reprogramming,8.822952,-0.088852,,
166.5,Foxl1_359,169,164,43,60,ATAC,0.023719,0.001054,both,-0.110524,0.183258,0.174783,0.130199,7.870700925438241e-25,0.0,7.071175,reprogramming,21.635147,0.293782,,
166.5,Propanoyl-CoA→Succinate,76,257,16,18,Flux,0.044457,0.000723,shift,3.242965,3.847219,0.85552,1.009968,1.111660631766442e-36,0.0,0.246502,reprogramming,35.68776,0.604253,Propionyl-CoA Metabolism,M_46
169.0,Fmo2,310,28,151,22,RNA,0.01308,0.004321,att,0.233111,0.062205,0.554508,0.303149,1.7568311009883978e-12,0.0,-2.032223,dead-end,10.228455,0.170905,,
169.0,Frmd4b,199,139,95,91,RNA,0.020718,0.001185,both,0.125184,0.255725,0.309492,0.385078,1.6765255404031364e-15,0.0,1.127693,reprogramming,13.061923,-0.130541,,
170.0,Thymine→Succinyl-CoA,72,268,13,21,Flux,0.047459,0.000688,shift,2.639642,3.430994,0.651348,0.905919,9.118960900485707e-78,0.0,0.378284,reprogramming,75.592897,0.791352,Pyrimidine synthesis,M_166
171.0,Fbn1,139,203,62,121,RNA,0.027599,0.000893,shift,0.76399,0.406338,0.639982,0.498406,2.595518053113629e-32,0.0,-1.193871,dead-end,29.191199,0.357652,,
174.5,Igfbp6,198,151,94,95,RNA,0.020787,0.001124,both,0.254312,0.088647,0.418,0.257626,8.066692354384346e-19,0.0,-1.643371,dead-end,16.240574,0.165665,,
176.0,Tmem200a,243,109,120,69,RNA,0.017107,0.001389,att,0.101108,0.015332,0.239131,0.095648,6.211785589424671e-17,0.0,-2.783805,dead-end,14.427631,0.085777,,
