mean_rank,feature,rank_shift,rank_att,rank_shift_in_modal,rank_att_in_modal,modality,importance_shift,importance_att,top_10_pct,mean_de,mean_re,std_de,std_re,pval,pval_adj,log_fc,group,pval_adj_log,mean_diff,pathway,module
955.5,NP_589,1273,638,550,271,ATAC,0.000644,0.000353,None,0.013838,-0.014655,0.07849,0.072014,0.00686243349962589,0.012784,-0.367974,dead-end,1.893339,-0.028493,,
956.0,Zfp110_219,1033,879,389,370,ATAC,0.001176,0.000263,None,-0.011271,0.006441,0.037859,0.03894,0.0007886953512305363,0.001809,0.232146,reprogramming,2.742591,0.017712,,
956.5,Emx1_491,1136,777,461,320,ATAC,0.000902,0.000307,None,0.033375,-0.016502,0.110457,0.098683,0.0007859267628992961,0.001809,-0.602507,dead-end,2.742591,-0.049878,,
957.5,ENSMUSG00000040953_524,987,928,361,404,ATAC,0.001389,0.000245,None,0.001611,-0.010614,0.090082,0.087123,0.3130456887646522,0.372031,-0.16314,dead-end,0.42942,-0.012225,,
958.5,Tspan11,843,1074,411,404,RNA,0.002144,0.000201,None,0.025313,0.01256,0.10863,0.077828,0.008834290102928999,0.037496,-1.020323,dead-end,1.42601,0.012754,,
958.5,Lrrc17,616,1301,307,467,RNA,0.004146,0.000157,None,0.149806,0.057055,0.317527,0.215039,7.452485218033821e-11,0.0,-1.460731,dead-end,8.684772,0.092751,,
959.5,Hoxc6_406,1213,706,509,299,ATAC,0.000747,0.00033,None,0.01794,-0.001982,0.079116,0.075696,0.061637989885976054,0.089517,-0.238664,dead-end,1.048094,-0.019923,,
960.5,Fosl2_113,892,1029,305,477,ATAC,0.001916,0.000213,None,0.035946,-0.007008,0.073084,0.066017,1.7251330317111426e-05,5.7e-05,-0.491914,dead-end,4.246969,-0.042954,,
961.5,Alx4_521,1006,917,373,398,ATAC,0.001315,0.000248,None,0.0281,-0.009026,0.10105,0.093004,0.0062736544931344795,0.011786,-0.441492,dead-end,1.928617,-0.037125,,
962.0,Dlx1_528,1146,778,467,321,ATAC,0.000877,0.000307,None,0.028057,-0.031738,0.094008,0.080115,2.9435929365620973e-06,1.1e-05,-0.797693,dead-end,4.941187,-0.059795,,
962.5,Mef2d_842,1014,911,376,393,ATAC,0.001268,0.000249,None,-0.010356,-0.035426,0.062874,0.065644,0.00418602396292949,0.008142,-0.405259,dead-end,2.089293,-0.02507,,
965.5,Slc41a2,280,1651,136,605,RNA,0.014351,9.5e-05,None,0.042852,0.013652,0.148103,0.084474,5.846425312874958e-06,6.9e-05,-1.671376,dead-end,4.161229,0.0292,,
968.0,Nkx63_567,1069,867,414,359,ATAC,0.001087,0.000268,None,0.009591,-0.008889,0.086367,0.082612,0.11161666349589396,0.149556,-0.236307,dead-end,0.825196,-0.01848,,
969.0,Shmt1,778,1160,384,430,RNA,0.002548,0.000184,None,0.032735,0.070717,0.107246,0.174285,2.952565434316825e-09,0.0,1.138838,reprogramming,7.192537,-0.037981,,
971.0,Gm5294_346,950,992,340,451,ATAC,0.001559,0.000224,None,0.010045,0.030956,0.075021,0.077873,0.0434202077826271,0.065315,0.226911,reprogramming,1.184986,0.020911,,
973.0,Nfil3_138,1028,918,387,399,ATAC,0.001198,0.000247,None,-0.015957,0.001177,0.084991,0.085588,0.1392547498835138,0.18136,0.235179,reprogramming,0.741459,0.017133,,
973.0,Twist2_21,1037,909,393,391,ATAC,0.001169,0.00025,None,0.061642,0.00218,0.087607,0.072625,6.276572283888307e-07,3e-06,-0.601689,dead-end,5.572287,-0.059463,,
973.0,Heyl_60,797,1149,245,555,ATAC,0.00244,0.000187,None,-0.006625,0.001027,0.057024,0.058105,0.32566232055146715,0.384953,0.10046,reprogramming,0.414592,0.007652,,
973.5,Hoxb3_546,1094,853,432,352,ATAC,0.001011,0.000277,None,0.004645,-0.020252,0.070294,0.073929,0.010905549579647756,0.019221,-0.343948,dead-end,1.716229,-0.024896,,
974.5,Smad2_861,1012,937,375,410,ATAC,0.001272,0.000242,None,0.005423,-0.009692,0.043211,0.050505,0.015014326912580518,0.025545,-0.197491,dead-end,1.592701,-0.015115,,
976.5,Hnf1b_426,1125,828,455,339,ATAC,0.000939,0.000286,None,-0.008829,0.009665,0.09013,0.085169,0.12574544276914185,0.165474,0.236339,reprogramming,0.78127,0.018494,,
977.5,Enox1,1848,107,783,67,RNA,0.0,0.001437,att,0.019555,0.002401,0.09219,0.029212,7.829586156475355e-06,9e-05,-3.038533,dead-end,4.046999,0.017155,,
978.0,Hnf4a,925,1031,441,387,RNA,0.001667,0.000212,None,0.048305,0.125109,0.150708,0.263172,3.0157076657709185e-16,0.0,1.429141,reprogramming,13.772298,-0.076804,,
978.0,Six4_493,1109,847,441,348,ATAC,0.000989,0.000279,None,0.004235,-0.004637,0.074283,0.085594,0.40021648362817763,0.46316,-0.113804,dead-end,0.334269,-0.008872,,
979.5,Elf4_283,1128,831,456,341,ATAC,0.000929,0.000284,None,0.013282,0.008106,0.062259,0.060897,0.5373564212162271,0.596837,-0.060512,dead-end,0.224144,-0.005176,,
980.0,Ppara_670,961,999,345,456,ATAC,0.0015,0.000222,None,-0.051161,0.034941,0.058069,0.065514,4.8705943304865164e-20,0.0,1.262174,reprogramming,17.92276,0.086102,,
980.0,Kif26b,201,1759,96,709,RNA,0.020618,6.9e-05,None,0.049836,0.024395,0.163919,0.126218,0.0006515122439251273,0.004324,-1.049075,dead-end,2.364082,0.025441,,
980.5,Tuba8,946,1015,447,379,RNA,0.001568,0.000219,None,0.002469,0.012932,0.031646,0.089215,0.0001159192537278818,0.000968,2.396643,reprogramming,3.013972,-0.010463,,
981.5,Ddi1,1030,933,478,360,RNA,0.001182,0.000244,None,0.014657,0.001702,0.113237,0.026134,0.005299345115417538,0.024947,-3.115906,dead-end,1.602982,0.012955,,
982.0,Foxl1_372,924,1040,322,485,ATAC,0.001675,0.00021,None,0.010045,0.030956,0.075021,0.077873,0.0434202077826271,0.065315,0.226911,reprogramming,1.184986,0.020911,,
984.5,Elf1_285,1043,926,397,403,ATAC,0.001154,0.000245,None,0.012042,-0.001688,0.038494,0.034992,0.007737172094006144,0.014233,-0.168195,dead-end,1.846698,-0.01373,,
984.5,Nkx23_537,997,972,367,434,ATAC,0.001344,0.00023,None,0.012873,0.002893,0.052727,0.055856,0.1712659966394661,0.218854,-0.119448,dead-end,0.659846,-0.00998,,
986.0,Tnip3,805,1167,396,432,RNA,0.002378,0.000182,None,0.004641,0.023064,0.056356,0.136913,2.0482167588267673e-05,0.00021,2.326449,reprogramming,3.678759,-0.018423,,
986.0,Scrt2_221,922,1050,320,490,ATAC,0.001703,0.000207,None,-0.015368,0.005866,0.05164,0.056158,0.003549005362095142,0.007074,0.284648,reprogramming,2.150336,0.021235,,
987.0,Tslp,631,1343,315,477,RNA,0.004004,0.000149,None,0.042766,0.015544,0.170036,0.09246,0.00020840413358935893,0.001619,-1.479834,dead-end,2.790738,0.027222,,
987.0,Ascl1_780,1124,850,454,350,ATAC,0.000947,0.000278,None,0.011509,-0.014478,0.054922,0.045305,0.000360461832116778,0.000904,-0.338575,dead-end,3.043723,-0.025987,,
987.5,Negr1,1918,57,790,43,RNA,0.0,0.002269,att,0.017154,0.002229,0.096143,0.023478,0.00016419483590024905,0.001314,-2.954623,dead-end,2.881425,0.014924,,
988.0,Crem_134,1040,936,395,409,ATAC,0.001156,0.000243,None,0.0491,0.009616,0.109378,0.107016,0.00814290321796145,0.014856,-0.40353,dead-end,1.828105,-0.039484,,
990.0,Dlx6_477,934,1046,328,489,ATAC,0.001624,0.000209,None,0.032662,-0.000902,0.108846,0.101122,0.021544607573623923,0.034906,-0.378686,dead-end,1.457097,-0.033565,,
992.0,Tlx1_450,972,1012,351,468,ATAC,0.001448,0.00022,None,0.011061,-0.00111,0.050834,0.047492,0.07363017627849801,0.104025,-0.149308,dead-end,0.982863,-0.01217,,
993.5,Hapln1,970,1017,457,380,RNA,0.001455,0.000217,None,0.004533,0.016683,0.044697,0.107816,0.0003671295684557114,0.002637,1.888694,reprogramming,2.578872,-0.01215,,
994.5,Dgkk,995,994,466,376,RNA,0.001351,0.000224,None,0.040363,0.00793,0.170932,0.08561,9.656308297425192e-06,0.000108,-2.371083,dead-end,3.965145,0.032433,,
995.5,Foxl1_361,936,1055,330,494,ATAC,0.00162,0.000206,None,-0.047295,0.060567,0.084337,0.063271,1.6643078986907522e-17,0.0,1.40516,reprogramming,15.645719,0.107861,,
995.5,Mmp3,852,1139,413,426,RNA,0.002113,0.000188,None,0.003842,0.033541,0.040903,0.194786,6.465332827892593e-08,1e-06,3.14762,reprogramming,5.949734,-0.029699,,
996.0,Nhlh2_84,1400,592,640,252,ATAC,0.000417,0.000373,None,0.004282,-0.016541,0.043852,0.042986,0.0005649827599631079,0.001348,-0.282719,dead-end,2.870206,-0.020823,,
998.5,Cdx1_448,1357,640,612,273,ATAC,0.00049,0.000352,None,0.014323,-0.023147,0.069228,0.073293,0.0001286859602973409,0.000355,-0.50416,dead-end,3.449658,-0.03747,,
998.5,Zfp219_816,1115,882,446,372,ATAC,0.00097,0.000263,None,0.015623,0.00441,0.026452,0.026092,0.002027453734171384,0.004232,-0.131888,dead-end,2.373429,-0.011213,,
1000.0,Sbspon,900,1100,431,412,RNA,0.001862,0.000195,None,0.012107,0.02944,0.120062,0.150673,0.006089571323828476,0.027966,1.294499,reprogramming,1.553374,-0.017333,,
1000.5,Dock10,1843,158,937,100,RNA,0.0,0.001085,att,0.016429,0.002187,0.115403,0.030098,0.0027258804088650945,0.014498,-2.91972,dead-end,1.838702,0.014243,,
1001.0,Dmrt1_251,959,1043,343,488,ATAC,0.001524,0.00021,None,0.007569,-0.007942,0.063007,0.068298,0.07790605631542039,0.10954,-0.199157,dead-end,0.960428,-0.015511,,
1001.5,Gfi1b_172,861,1142,286,550,ATAC,0.002073,0.000188,None,0.012121,-0.008598,0.047815,0.039391,0.0010330476910829045,0.002286,-0.261798,dead-end,2.640892,-0.020719,,
1002.0,Foxl1_366,921,1083,319,509,ATAC,0.001704,0.000199,None,-0.036675,0.05894,0.078262,0.055671,1.549445332391242e-16,0.0,1.174561,reprogramming,14.750354,0.095614,,
1004.0,Ikzf4_796,1110,898,442,382,ATAC,0.00098,0.000255,None,0.016584,1e-06,0.054576,0.050875,0.023610149066316706,0.037699,-0.198001,dead-end,1.423666,-0.016583,,
1004.5,Col27a1,599,1410,302,499,RNA,0.004342,0.000138,None,0.04163,0.092062,0.140342,0.240432,4.888091025256804e-09,0.0,1.181778,reprogramming,6.99157,-0.050433,,
1006.0,Wnt2,1083,929,493,359,RNA,0.001038,0.000244,None,0.029966,0.008392,0.148088,0.080834,0.0007357115730314634,0.004792,-1.85185,dead-end,2.319518,0.021574,,
1006.5,Grasp,707,1306,351,469,RNA,0.003258,0.000156,None,0.083847,0.03984,0.211802,0.140317,2.9298804394316984e-06,3.7e-05,-1.105613,dead-end,4.432961,0.044007,,
1007.0,Hlf_99,864,1150,288,556,ATAC,0.002058,0.000186,None,-0.046035,-0.012359,0.132437,0.131573,0.06177027905705825,0.089562,0.58974,reprogramming,1.047877,0.033677,,
1009.5,Cd80,821,1198,404,441,RNA,0.00227,0.000175,None,0.042314,0.089813,0.178401,0.221097,4.021738647646843e-07,6e-06,1.12041,reprogramming,5.213292,-0.047498,,
1010.0,Hesx1_523,1056,964,404,429,ATAC,0.001122,0.000233,None,0.011986,-0.012536,0.089065,0.091269,0.04520510113333813,0.067445,-0.315859,dead-end,1.171047,-0.024522,,
1011.0,Hecw2,1889,133,905,86,RNA,0.0,0.001253,att,0.015295,0.004295,0.087106,0.049058,0.0035189790837562747,0.017881,-1.840307,dead-end,1.747617,0.011,,
1011.5,Lbp,760,1263,375,458,RNA,0.002693,0.000163,None,0.019784,0.044512,0.121576,0.198532,0.0006486141038756188,0.004309,1.187756,reprogramming,2.365603,-0.024727,,
1013.5,P2ry10b,704,1323,348,472,RNA,0.003312,0.000152,None,0.070446,0.015363,0.23961,0.109498,7.158870507453408e-08,1e-06,-2.237108,dead-end,5.908187,0.055083,,
1013.5,Prkar2b,965,1062,455,399,RNA,0.001493,0.000204,None,0.244852,0.112929,0.376284,0.252175,6.902266564692838e-15,0.0,-1.214489,dead-end,12.468493,0.131923,,
1013.5,Shox2,512,1515,256,532,RNA,0.005881,0.000119,None,0.158157,0.077823,0.348577,0.217632,1.752100151575177e-07,3e-06,-1.082173,dead-end,5.55019,0.080334,,
1014.0,Tril,433,1595,212,569,RNA,0.008627,0.000107,None,0.003588,0.01071,0.032389,0.08376,0.0061361003651663176,0.028124,1.582824,reprogramming,1.550929,-0.007122,,
1014.5,Lrrc4c,1211,818,537,325,RNA,0.000751,0.00029,None,0.012187,0.001527,0.083406,0.028957,0.002144710460562111,0.011875,-3.003978,dead-end,1.925367,0.01066,,
1015.0,Galnt3,737,1293,362,465,RNA,0.002944,0.000158,None,0.017513,0.036359,0.12316,0.147515,0.0030683460803808925,0.015989,1.067534,reprogramming,1.796191,-0.018846,,
1015.5,Nkx24_557,1018,1013,378,469,ATAC,0.001239,0.000219,None,0.001631,-0.002347,0.051321,0.056056,0.5780549231932466,0.635644,-0.051074,dead-end,0.196786,-0.003978,,
1016.5,Dcn,1015,1018,475,381,RNA,0.001267,0.000217,None,0.077714,0.030924,0.269735,0.183257,9.806382746904893e-05,0.000837,-1.363491,dead-end,3.077381,0.04679,,
1017.0,Foxl2_832,725,1309,214,674,ATAC,0.003058,0.000155,None,-0.072527,0.126246,0.142627,0.101406,1.1300452774651067e-19,0.0,2.571627,reprogramming,17.613727,0.198773,,
1017.0,Sp9_231,1171,863,482,357,ATAC,0.000836,0.000273,None,0.00772,0.016889,0.029911,0.033562,0.03037686497866486,0.047812,0.105844,reprogramming,1.320459,0.009169,,
1017.0,Gm5294_350,1252,782,538,323,ATAC,0.000674,0.000306,None,-0.000471,-0.003108,0.056428,0.071547,0.7505877513634497,0.787137,-0.034288,dead-end,0.10395,-0.002636,,
1020.0,Nfix_722,1105,935,438,408,ATAC,0.000995,0.000243,None,0.001214,-0.010694,0.078098,0.073336,0.2535160402994592,0.30834,-0.159252,dead-end,0.51097,-0.011908,,
1020.5,Tcf4_88,835,1206,269,599,ATAC,0.002189,0.000173,None,-0.046706,0.055336,0.083668,0.076934,6.260577475269468e-16,0.0,1.348026,reprogramming,14.160515,0.102042,,
1022.5,Foxp1_302,703,1342,204,700,ATAC,0.003334,0.000149,None,-0.082019,0.139857,0.148463,0.108271,1.7470067471266573e-21,0.0,3.040136,reprogramming,19.209685,0.221876,,
1024.0,Obox6_527,940,1108,332,529,ATAC,0.0016,0.000194,None,0.001611,-0.010614,0.090082,0.087123,0.3130456887646522,0.372031,-0.16314,dead-end,0.42942,-0.012225,,
1024.0,Pdzrn4,1931,117,940,77,RNA,0.0,0.001345,att,0.007004,0.000724,0.057586,0.022483,0.009196663579219314,0.038821,-3.278997,dead-end,1.410933,0.00628,,
1025.0,Tspan2os,447,1603,222,573,RNA,0.007954,0.000106,None,0.000443,0.002957,0.004594,0.034121,0.007049809791601815,0.03124,2.742149,reprogramming,1.505295,-0.002514,,
1025.0,Tgif1_542,1176,874,484,366,ATAC,0.000829,0.000264,None,0.022489,-0.001234,0.049626,0.052315,0.0006644981467955587,0.001561,-0.278316,dead-end,2.806733,-0.023723,,
1026.0,Tbx3_765,853,1199,280,592,ATAC,0.002103,0.000175,None,-0.026237,0.028649,0.061161,0.073927,3.592224623905485e-09,0.0,0.70894,reprogramming,7.6918,0.054886,,
1028.5,Foxo4_313,693,1364,197,714,ATAC,0.003415,0.000145,None,-0.073847,0.114238,0.128253,0.098001,6.259173058545258e-21,0.0,2.545422,reprogramming,18.688886,0.188085,,
1030.0,Klf2_819,1103,957,437,423,ATAC,0.000996,0.000234,None,-0.015342,0.040896,0.049696,0.057107,2.2957733279126916e-13,0.0,0.657634,reprogramming,11.697432,0.056238,,
1031.0,Prodh,520,1542,260,542,RNA,0.00568,0.000115,None,0.021468,0.046805,0.108367,0.147634,1.855647861137224e-05,0.000193,1.142835,reprogramming,3.71552,-0.025337,,
1032.0,Zeb1_139,877,1187,297,584,ATAC,0.002006,0.000176,None,-0.035214,0.037723,0.068083,0.064178,3.940352219690848e-13,0.0,0.956786,reprogramming,11.475538,0.072937,,
1032.5,Jdp2_114,994,1071,366,504,ATAC,0.001353,0.000202,None,0.043809,-0.000708,0.097685,0.087523,0.000711120844811985,0.001657,-0.482762,dead-end,2.780735,-0.044518,,
1033.5,5730559C18Rik,515,1552,258,547,RNA,0.005809,0.000114,None,0.049185,0.103947,0.162961,0.218405,6.473734677663018e-10,0.0,1.119571,reprogramming,7.810256,-0.054762,,
1034.0,Meis2_461,1198,870,500,362,ATAC,0.000794,0.000266,None,0.015636,-0.001378,0.053427,0.056706,0.022167857325832933,0.035719,-0.205144,dead-end,1.447096,-0.017014,,
1037.0,Vax2,1481,593,618,259,RNA,0.000326,0.000372,None,0.029601,0.011298,0.156234,0.084279,0.006493942281619047,0.029347,-1.402749,dead-end,1.532431,0.018302,,
1037.0,Col4a6,1118,956,503,368,RNA,0.000962,0.000234,None,0.035755,0.012175,0.125967,0.092865,3.461676405583845e-05,0.000334,-1.571232,dead-end,3.476311,0.023579,,
1037.5,Magel2,1048,1027,484,385,RNA,0.001139,0.000214,None,0.008061,0.022967,0.095681,0.111208,0.0023012449432446356,0.012536,1.521273,reprogramming,1.901856,-0.014906,,
1038.5,Hoxc9_503,1020,1057,380,495,ATAC,0.001232,0.000204,None,0.00342,-0.011657,0.068132,0.068838,0.10518497245815962,0.142451,-0.200592,dead-end,0.846333,-0.015076,,
1039.0,Pdgfc,883,1195,424,439,RNA,0.001965,0.000175,None,0.090617,0.041693,0.221282,0.149193,7.13755787580848e-07,1e-05,-1.155659,dead-end,4.983234,0.048924,,
1040.5,Thsd4,901,1180,432,436,RNA,0.001861,0.000179,None,0.024819,0.066874,0.141277,0.191594,4.97144808623053e-08,1e-06,1.460598,reprogramming,6.057279,-0.042056,,
1044.0,Rab39b,1421,667,597,282,RNA,0.000388,0.000341,None,0.047576,0.009316,0.168498,0.075035,9.669114309698145e-08,2e-06,-2.380146,dead-end,5.784071,0.038259,,
1044.5,Cd34,1830,259,894,147,RNA,0.0,0.000718,None,0.023784,0.003911,0.110008,0.041392,1.6658937813433968e-05,0.000175,-2.618542,dead-end,3.756162,0.019872,,
1045.0,Hhex_449,1279,811,555,331,ATAC,0.000632,0.000295,None,0.002966,-0.028998,0.05673,0.067811,0.00012545951573624808,0.000351,-0.466513,dead-end,3.454945,-0.031964,,
1045.0,Isg20,812,1278,399,461,RNA,0.002314,0.00016,None,0.024387,0.06128,0.107479,0.167252,4.003885551436085e-09,0.0,1.356137,reprogramming,7.070995,-0.036894,,
1045.5,Ets2_828,1147,944,468,414,ATAC,0.000875,0.000238,None,0.020656,0.012794,0.075937,0.063673,0.424933843699684,0.485823,-0.087653,dead-end,0.313522,-0.007863,,
1048.5,Ybx1_822,1021,1076,381,505,ATAC,0.001218,0.000201,None,0.023111,-0.001565,0.075402,0.073473,0.01609419913489305,0.027069,-0.289228,dead-end,1.567529,-0.024676,,
1049.0,Adamts12,535,1563,268,552,RNA,0.005505,0.000112,None,0.182848,0.042149,0.336491,0.160312,1.2137869429695982e-21,0.0,-2.220466,dead-end,18.937446,0.140699,,
1050.0,A230006K03Rik,1797,303,864,171,RNA,0.0,0.000633,None,0.037013,0.001381,0.210735,0.033316,3.624672407591486e-05,0.000348,-4.770131,dead-end,3.457834,0.035632,,
1051.0,Proser2,1055,1047,487,392,RNA,0.001123,0.000209,None,0.058954,0.160715,0.177879,0.292229,3.1242494211105617e-21,0.0,1.521595,reprogramming,18.547181,-0.101761,,
1051.0,Alx3_419,1236,866,523,358,ATAC,0.000704,0.000269,None,0.02226,-0.003351,0.075492,0.063208,0.00980054019305387,0.017377,-0.303536,dead-end,1.760019,-0.025612,,
1051.5,Mafg_123,1356,747,611,310,ATAC,0.00049,0.000319,None,0.009228,-0.010919,0.059857,0.047099,0.009478212815427697,0.017011,-0.260512,dead-end,1.769278,-0.020148,,
1055.5,Syndig1,1979,132,875,85,RNA,0.0,0.001256,att,0.019993,0.001701,0.102324,0.029368,1.6166279831932332e-05,0.000171,-3.568179,dead-end,3.768183,0.018292,,
1056.5,Eppk1,688,1425,343,502,RNA,0.003454,0.000136,None,0.02262,0.046798,0.127588,0.169567,0.0004452559195087443,0.0031,1.066393,reprogramming,2.508568,-0.024178,,
1057.5,Nr1d1_844,1090,1025,428,476,ATAC,0.001021,0.000215,None,-0.026131,-0.008009,0.064902,0.055546,0.0335833724968557,0.052025,0.274143,reprogramming,1.28379,0.018122,,
1058.0,Bhlha15_87,1243,873,529,365,ATAC,0.000688,0.000264,None,0.066774,0.005469,0.075731,0.061804,5.245261597189855e-09,0.0,-0.602813,dead-end,7.538392,-0.061305,,
1058.5,Hivep1_157,1117,1000,448,457,ATAC,0.000966,0.000222,None,0.004812,-0.013581,0.041483,0.041951,0.0013644015478744163,0.00296,-0.245514,dead-end,2.528692,-0.018393,,
1059.0,Zkscan4_216,1052,1066,403,500,ATAC,0.001137,0.000203,None,0.002239,0.007376,0.043225,0.048741,0.3989919907198869,0.462953,0.063071,reprogramming,0.334463,0.005137,,
1061.0,Kcnt2,1903,219,780,126,RNA,0.0,0.000835,None,0.004445,0.000553,0.036704,0.013278,0.01094436969550129,0.044902,-3.010938,dead-end,1.347731,0.003893,,
1061.5,Mecom_173,1184,939,491,412,ATAC,0.000822,0.000241,None,0.021314,0.014325,0.057544,0.059533,0.3756559319473435,0.439343,-0.077257,dead-end,0.357196,-0.006989,,
1062.0,Mcub,771,1353,380,480,RNA,0.002607,0.000147,None,0.153949,0.059455,0.293191,0.171528,2.6975104600746736e-13,0.0,-1.441943,dead-end,10.987373,0.094493,,
1063.0,Sim1_30,975,1151,353,557,ATAC,0.001433,0.000186,None,0.024146,-0.006736,0.085025,0.087589,0.008669972256214565,0.015624,-0.368899,dead-end,1.806218,-0.030882,,
1063.0,Hlx_518,1313,813,580,333,ATAC,0.000554,0.000294,None,0.02226,-0.003351,0.075492,0.063208,0.00980054019305387,0.017377,-0.303536,dead-end,1.760019,-0.025612,,
1063.5,Foxl1_375,915,1212,314,604,ATAC,0.001764,0.000172,None,-0.051306,0.124916,0.124081,0.09399,4.331050041730253e-20,0.0,1.95202,reprogramming,17.93596,0.176222,,
1064.5,Tcfap2a_1,1283,846,559,347,ATAC,0.00062,0.00028,None,-0.007523,-0.004821,0.027062,0.028152,0.4670666730616979,0.525587,0.036579,reprogramming,0.279355,0.002701,,
1064.5,Ets1_284,1051,1078,402,506,ATAC,0.001138,0.0002,None,0.028637,0.003741,0.075118,0.062251,0.01140898245749442,0.020028,-0.279476,dead-end,1.69836,-0.024895,,
1067.5,Pak7,1926,209,855,124,RNA,0.0,0.000854,None,0.007616,0.000456,0.068229,0.016175,0.01054948096973297,0.043501,-4.067799,dead-end,1.361505,0.00716,,
1067.5,Hoxc8_405,1240,895,527,380,ATAC,0.000694,0.000257,None,0.014078,-0.009665,0.075961,0.067351,0.01852997261986341,0.030756,-0.2991,dead-end,1.512076,-0.023743,,
1068.0,Klf3_804,1129,1007,457,464,ATAC,0.000927,0.00022,None,-0.015342,0.040896,0.049696,0.057107,2.2957733279126916e-13,0.0,0.657634,reprogramming,11.697432,0.056238,,
1069.0,Prdm1_189,1249,889,535,376,ATAC,0.000678,0.000259,None,0.003267,-0.004419,0.044081,0.045505,0.20380766108235004,0.255628,-0.098906,dead-end,0.592391,-0.007686,,
1069.5,Podxl,1214,925,538,357,RNA,0.000744,0.000246,None,0.003753,0.019399,0.032799,0.112511,2.1387278510149458e-06,2.8e-05,2.38106,reprogramming,4.555244,-0.015645,,
1070.5,Dock2,1382,759,587,297,RNA,0.000449,0.000316,None,0.007655,0.028945,0.064153,0.166001,3.642384367087385e-05,0.00035,1.934256,reprogramming,3.456018,-0.02129,,
1071.0,Rorb_684,1212,930,508,405,ATAC,0.000748,0.000244,None,-0.023902,0.009815,0.053104,0.06084,1.3355092350536554e-05,4.5e-05,0.464244,reprogramming,4.351638,0.033717,,
1071.0,Has2,979,1163,461,431,RNA,0.001412,0.000183,None,0.05146,0.009743,0.190763,0.079692,2.4268815253079503e-07,4e-06,-2.431295,dead-end,5.413698,0.041718,,
1073.5,Ube2ql1,1993,154,867,97,RNA,0.0,0.001096,att,0.016851,0.001462,0.092726,0.022343,5.642037742347747e-05,0.000514,-3.538212,dead-end,3.289069,0.015389,,
1075.0,Gm8369,1880,270,881,154,RNA,0.0,0.000687,None,0.022492,0.007556,0.122501,0.114436,0.010440209960864769,0.043208,-1.584592,dead-end,1.364435,0.014936,,
1076.0,Mef2b_882,1159,993,473,452,ATAC,0.000853,0.000224,None,-0.010356,-0.035426,0.062874,0.065644,0.00418602396292949,0.008142,-0.405259,dead-end,2.089293,-0.02507,,
1076.5,E4f1_873,1239,914,526,396,ATAC,0.000695,0.000249,None,0.036599,0.015006,0.090924,0.079971,0.07174040892181789,0.102337,-0.225334,dead-end,0.989966,-0.021593,,
1078.0,Hoxc5_441,1276,880,552,371,ATAC,0.000637,0.000263,None,0.02226,-0.003351,0.075492,0.063208,0.00980054019305387,0.017377,-0.303536,dead-end,1.760019,-0.025612,,
1079.0,Gm5889_580,1220,938,512,411,ATAC,0.000736,0.000241,None,0.001647,0.003976,0.058669,0.052789,0.7632080934192249,0.798475,0.029087,reprogramming,0.097739,0.002329,,
1080.0,H2-T23,1032,1128,480,420,RNA,0.001177,0.00019,None,0.040143,0.095861,0.147423,0.219968,3.9160880114275985e-11,0.0,1.296421,reprogramming,8.951912,-0.055717,,
1080.0,Etv6_282,1130,1030,458,478,ATAC,0.000922,0.000213,None,0.018386,0.007232,0.069245,0.067554,0.23259029379052074,0.285246,-0.128271,dead-end,0.54478,-0.011154,,
1081.5,Mnx1_402,1255,908,540,390,ATAC,0.000672,0.00025,None,0.030067,-0.010498,0.095984,0.075008,0.0012165833178695133,0.002672,-0.482142,dead-end,2.573123,-0.040565,,
1083.0,Hoxa6_533,1256,910,541,392,ATAC,0.000672,0.000249,None,0.004184,-0.012466,0.073026,0.066824,0.08661898488274275,0.119321,-0.221662,dead-end,0.923284,-0.016651,,
1083.5,Rora_682,1205,962,506,427,ATAC,0.000767,0.000233,None,-0.018524,-0.000176,0.060349,0.060556,0.02632468906603532,0.041807,0.25674,reprogramming,1.378751,0.018348,,
1083.5,NP_587,1345,822,602,336,ATAC,0.000514,0.000289,None,0.022182,-0.022069,0.090719,0.09911,0.0005926716153276988,0.001403,-0.573488,dead-end,2.852934,-0.044251,,
1084.0,Spic_269,1193,975,495,436,ATAC,0.000807,0.000228,None,0.000802,-0.003743,0.029472,0.034273,0.2793088410713596,0.33464,-0.05894,dead-end,0.475422,-0.004545,,
1085.5,Nfkb2_699,1331,840,591,344,ATAC,0.000531,0.000282,None,0.010581,-0.023179,0.063693,0.068322,0.00018435228718193764,0.000493,-0.461534,dead-end,3.306905,-0.03376,,
1085.5,Six1_553,1139,1032,463,479,ATAC,0.0009,0.000212,None,0.013474,-0.011995,0.072961,0.08838,0.01653664593705706,0.027708,-0.325206,dead-end,1.557402,-0.025469,,
1087.0,Foxs1,642,1532,320,540,RNA,0.003931,0.000116,None,0.03352,0.006406,0.134626,0.054949,1.8496616683812943e-06,2.4e-05,-2.407077,dead-end,4.612214,0.027114,,
1088.0,Mef2c_638,1190,986,493,445,ATAC,0.000813,0.000225,None,-0.013757,-0.044355,0.056562,0.053225,8.098381011711257e-05,0.000236,-0.5336,dead-end,3.627084,-0.030598,,
